language,english,vocabulary
tamil,a,ஒரு
tamil,able,முடிந்தது
tamil,about,பற்றி
tamil,above,மேலே
tamil,act,செயல்
tamil,add,சேர்க்க
tamil,afraid,பயம்
tamil,after,பின்னர்
tamil,again,மீண்டும்
tamil,against,எதிரான
tamil,age,வயது
tamil,ago,முன்பு
tamil,agree,ஒப்புக்கொள்கிறேன்
tamil,air,காற்று
tamil,all,அனைத்து
tamil,allow,அனுமதிக்க
tamil,also,"மேலும்,"
tamil,always,எப்போதும்
tamil,am,நான்
tamil,among,மத்தியில்
tamil,an,ஒரு
tamil,and,மற்றும்
tamil,anger,கோபத்தை
tamil,animal,விலங்கு
tamil,answer,பதில்
tamil,any,எந்த
tamil,appear,தோன்றும்
tamil,apple,ஆப்பிள்
tamil,are,உள்ளன
tamil,area,பகுதி
tamil,arm,கை
tamil,arrange,ஏற்பாடு
tamil,arrive,வரும்
tamil,art,கலை
tamil,as,என
tamil,ask,கேட்க
tamil,at,மணிக்கு
tamil,atom,அணுவின்
tamil,baby,குழந்தை
tamil,back,மீண்டும்
tamil,bad,கெட்ட
tamil,ball,பந்து
tamil,band,இசைக்குழு
tamil,bank,வங்கி
tamil,bar,பட்டியில்
tamil,base,அடிப்படை
tamil,basic,அடிப்படை
tamil,bat,பேட்டிங்
tamil,be,இருக்கும்
tamil,bear,தாங்க
tamil,beat,அடிக்க
tamil,beauty,அழகு
tamil,bed,படுக்கையில்
tamil,been,வருகிறது
tamil,before,முன்னால்
tamil,began,தொடங்கியது
tamil,begin,தொடங்கும்
tamil,behind,பின்னால்
tamil,believe,நம்பிக்கை
tamil,bell,மணி
tamil,best,சிறந்த
tamil,better,சிறந்த
tamil,between,இடையே
tamil,big,பெரிய
tamil,bird,பறவை
tamil,bit,பிட்
tamil,black,கருப்பு
tamil,block,தொகுதி
tamil,blood,இரத்த
tamil,blow,அடியாக
tamil,blue,நீல
tamil,board,குழு
tamil,boat,படகு
tamil,body,உடல்
tamil,bone,எலும்பு
tamil,book,புத்தகம்
tamil,born,பிறந்த
tamil,both,இரண்டு
tamil,bottom,கீழே
tamil,bought,வாங்கி
tamil,box,பெட்டியில்
tamil,boy,சிறுவன்
tamil,branch,கிளை
tamil,bread,ரொட்டி
tamil,break,இடைவெளி
tamil,bright,பிரகாசமான
tamil,bring,கொண்டு வா
tamil,broad,பரந்த
tamil,broke,வெடித்தது
tamil,brother,சகோதரர்
tamil,brought,கொண்டு
tamil,brown,பழுப்பு
tamil,build,கட்ட
tamil,burn,எரிக்க
tamil,busy,பிஸியாக
tamil,but,ஆனால்
tamil,buy,வாங்க
tamil,by,மூலம்
tamil,call,அழைப்பு
tamil,came,வந்தது
tamil,camp,முகாம்
tamil,can,முடியாது
tamil,capital,தலைநகர்
tamil,captain,கேப்டன்
tamil,car,கார்
tamil,card,கார்டு
tamil,care,பாதுகாப்பு
tamil,carry,எடுத்து
tamil,case,வழக்கு
tamil,cat,பூனை
tamil,catch,ப
tamil,caught,பிடித்து
tamil,cause,காரணம்
tamil,cell,செல்
tamil,cent,சதவீதம்
tamil,center,சென்டர்
tamil,century,நூற்றாண்டின்
tamil,certain,நிச்சயமான
tamil,chair,நாற்காலியில்
tamil,chance,வாய்ப்பு
tamil,change,மாற்றம்
tamil,character,பாத்திரம்
tamil,charge,வசூலிக்க
tamil,chart,விளக்கப்படம்
tamil,check,பார்க்க
tamil,chick,குஞ்சு
tamil,chief,தலைமை
tamil,child,குழந்தை
tamil,children,குழந்தைகள்
tamil,choose,தேர்வு
tamil,chord,நாண்
tamil,circle,வட்டத்தின்
tamil,city,நகரம்
tamil,claim,கூற்று
tamil,class,வர்க்கம்
tamil,clean,சுத்தமான
tamil,clear,தெளிவான
tamil,climb,ஏறு மெதுவாக தொற்றி ஏறு
tamil,clock,கடிகார
tamil,close,நெருங்கிய
tamil,clothe,உடை
tamil,cloud,மேகம்
tamil,coast,கடற்கரையில்
tamil,coat,கோட்
tamil,cold,குளிர்
tamil,collect,சேகரிக்க
tamil,colony,காலனி
tamil,color,வண்ண
tamil,column,பத்தியில்
tamil,come,வா
tamil,common,பொது
tamil,company,நிறுவனம்
tamil,compare,ஒப்பிட்டு
tamil,complete,முழுமையான
tamil,condition,நிலை
tamil,connect,இணைக்க
tamil,consider,கருத்தில்
tamil,consonant,மெய்
tamil,contain,கொண்டிருக்கிறது
tamil,continent,கண்டத்தின்
tamil,continue,தொடர்ந்து
tamil,control,கட்டுப்பாடு
tamil,cook,சமையற்காரர்
tamil,cool,குளிர்
tamil,copy,பிரதியை
tamil,corn,சோளம்
