language,english,vocabulary
thai,a,กรอก
thai,able,สามารถ
thai,about,เกี่ยวกับ
thai,above,ข้างบน
thai,act,การกระทำ
thai,add,เพิ่ม
thai,afraid,กลัว
thai,after,หลังจากที่
thai,again,อีกครั้ง
thai,against,กับ
thai,age,อายุ
thai,ago,ที่ผ่านมา
thai,agree,ตกลง
thai,air,อากาศ
thai,all,ทั้งหมด
thai,allow,อนุญาตให้
thai,also,ด้วย
thai,always,เสมอ
thai,am,am
thai,among,ในหมู่
thai,an,บิน
thai,and,และ
thai,anger,ความโกรธ
thai,animal,สัตว์
thai,answer,คำตอบ
thai,any,ใด ๆ
thai,appear,ปรากฏ
thai,apple,แอปเปิล
thai,are,มี
thai,area,พื้นที่
thai,arm,แขน
thai,arrange,จัด
thai,arrive,มาถึง
thai,art,ศิลปะ
thai,as,เป็น
thai,ask,ขอให้
thai,at,ที่
thai,atom,อะตอม
thai,baby,ทารก
thai,back,กลับ
thai,bad,ไม่ดี
thai,ball,ลูก
thai,band,วงดนตรี
thai,bank,ธนาคาร
thai,bar,บาร์
thai,base,ฐาน
thai,basic,ขั้นพื้นฐาน
thai,bat,ค้างคาว
thai,be,จะเป็น
thai,bear,แบก
thai,beat,เอาชนะ
thai,beauty,ความงาม
thai,bed,เตียง
thai,been,รับ
thai,before,ก่อนที่จะ
thai,began,เริ่ม
thai,begin,เริ่มต้น
thai,behind,ที่อยู่เบื้องหลัง
thai,believe,เชื่อ
thai,bell,ระฆัง
thai,best,ที่ดีที่สุด
thai,better,ที่ดีกว่า
thai,between,ระหว่าง
thai,big,ใหญ่
thai,bird,นก
thai,bit,บิต
thai,black,สีดำ
thai,block,บล็อก
thai,blood,เลือด
thai,blow,ระเบิด
thai,blue,สีฟ้า
thai,board,คณะกรรมการ
thai,boat,เรือ
thai,body,ร่างกาย
thai,bone,กระดูก
thai,book,หนังสือ
thai,born,เกิด
thai,both,ทั้งสอง
thai,bottom,ด้านล่าง
thai,bought,ซื้อ
thai,box,กล่อง
thai,boy,เด็กชาย
thai,branch,สาขา
thai,bread,ขนมปัง
thai,break,ทำลาย
thai,bright,สดใส
thai,bring,นำมาซึ่ง
thai,broad,กว้าง
thai,broke,ยากจน
thai,brother,พี่ชายของ
thai,brought,นำ
thai,brown,สีน้ำตาล
thai,build,สร้าง
thai,burn,เผา
thai,busy,ยุ่ง
thai,but,แต่
thai,buy,ซื้อ
thai,by,โดย
thai,call,โทร
thai,came,มา
thai,camp,ค่าย
thai,can,สามารถ
thai,capital,ทุน
thai,captain,กัปตัน
thai,car,รถ
thai,card,บัตร
thai,care,การดูแล
thai,carry,พกพา
thai,case,กรณี
thai,cat,แมว
thai,catch,จับ
thai,caught,จับ
thai,cause,สาเหตุ
thai,cell,เซลล์
thai,cent,ร้อยละ
thai,center,ศูนย์
thai,century,ศตวรรษที่
thai,certain,บางอย่าง
thai,chair,เก้าอี้
thai,chance,โอกาส
thai,change,การเปลี่ยนแปลง
thai,character,ตัวอักษร
thai,charge,คิดค่าใช้จ่าย
thai,chart,แผนภูมิ
thai,check,ตรวจสอบ
thai,chick,เจี๊ยบ
thai,chief,หัวหน้า
thai,child,เด็ก
thai,children,เด็ก
thai,choose,เลือก
thai,chord,คอร์ด
thai,circle,วงกลม
thai,city,เมือง
thai,claim,อ้าง
thai,class,ชั้น
thai,clean,ทำความสะอาด
thai,clear,ที่ชัดเจน
thai,climb,ปีน
thai,clock,นาฬิกา
thai,close,ใกล้
thai,clothe,ตกแต่ง
thai,cloud,เมฆ
thai,coast,ชายฝั่ง
thai,coat,เสื้อโค้ท
thai,cold,เย็น
thai,collect,การเก็บรวบรวม
thai,colony,อาณานิคม
thai,color,สี
thai,column,คอลัมน์
thai,come,มา
thai,common,ที่พบบ่อย
thai,company,บริษัท
thai,compare,เปรียบเทียบ
thai,complete,สมบูรณ์
thai,condition,สภาพ
thai,connect,เชื่อมต่อ
thai,consider,พิจารณา
thai,consonant,พยัญชนะ
thai,contain,มี
thai,continent,ทวีป
thai,continue,ดำเนินการต่อไป
thai,control,การควบคุม
thai,cook,ปรุงอาหาร
thai,cool,เย็น
thai,copy,สำเนา
thai,corn,ข้าวโพด
thai,corner,มุม
thai,correct,ถูกต้อง
thai,cost,ค่าใช้จ่าย
thai,cotton,ผ้าฝ้าย
thai,could,สามารถทำได้
thai,count,นับ
thai,country,ประเทศ
thai,course,แน่นอน
thai,cover,ปก
thai,cow,วัว
thai,crease,รอยพับ
thai,create,สร้าง
thai,crop,การเพาะปลูก
thai,cross,ข้าม
thai,crowd,ฝูงชน
thai,cry,ร้องไห้
thai,current,ปัจจุบัน
thai,cut,ตัด
thai,dad,พ่อ
thai,dance,การเต้นรำ
thai,danger,อันตราย
thai,dark,มืด
thai,day,วัน
thai,dead,ที่ตายแล้ว
thai,deal,ข้อตกลง
thai,dear,ที่รัก
thai,death,ความตาย
thai,decide,ตัดสินใจ
thai,decimal,ทศนิยม
thai,deep,ลึก
thai,degree,องศา
thai,depend,ขึ้นอยู่
thai,describe,อธิบาย
thai,desert,ทะเลทราย
thai,design,ออกแบบ
thai,determine,กำหนด
thai,develop,การพัฒนา
thai,dictionary,พจนานุกรม
thai,did,ได้
thai,die,ตาย
thai,differ,แตกต่าง
thai,difficult,ยาก
thai,direct,โดยตรง
thai,discuss,หารือเกี่ยวกับ
thai,distant,ที่ห่างไกล
thai,divide,แบ่ง
thai,division,ส่วน
thai,do,ทำ
thai,doctor,แพทย์
thai,does,ไม่
thai,dog,สุนัข
thai,dollar,ดอลล่า
thai,done,เสร็จแล้ว
thai,don’t,ทำไม่ได้
thai,door,ประตู
thai,double,สอง
thai,down,ลง
thai,draw,วาด
thai,dream,ฝัน
thai,dress,การแต่งกาย
thai,drink,เครื่องดื่ม
thai,drive,ไดรฟ์
thai,drop,หล่น
thai,dry,แห้ง
thai,duck,เป็ด
thai,during,ในช่วง
thai,each,แต่ละ
thai,ear,หู
thai,early,ตอนต้น
thai,earth,โลก
thai,ease,บรรเทา
thai,east,ทางทิศตะวันออก
thai,eat,กิน
thai,edge,ขอบ
thai,effect,ผลกระทบ
thai,egg,ไข่
thai,eight,แปด
thai,either,อย่างใดอย่างหนึ่ง
thai,electric,ไฟฟ้า
thai,element,องค์ประกอบ
thai,else,อื่น
thai,end,ปลาย
thai,enemy,ศัตรู
thai,energy,พลังงาน
thai,engine,เครื่องยนต์
thai,enough,พอ
thai,enter,ใส่
thai,equal,เท่ากัน
thai,equate,ถือเอา
thai,especially,โดยเฉพาะอย่างยิ่ง
thai,even,แม้กระทั่ง
thai,evening,ตอนเย็น
thai,event,เหตุการณ์
thai,ever,เคย
thai,every,ทุก
thai,exact,ที่แน่นอน
