language,english,vocabulary
chinese,a,一
chinese,a,个
chinese,a,個
chinese,a,一個
chinese,a,一件
chinese,a,阿
chinese,a,a
chinese,a few,几
chinese,ability,才能
chinese,about,一下
chinese,absence,不在
chinese,absolutely,绝
chinese,accepted,接受
chinese,according to,据
chinese,after,后
chinese,after,以后
chinese,after,经
chinese,after,後
chinese,after,之后
chinese,again,再
chinese,ago,前
chinese,ah,啊
chinese,ah,嗯
chinese,ai,艾
chinese,air,空
chinese,all,所有
chinese,all right,沒事
chinese,already,已
chinese,already,已經
chinese,also,還
chinese,also,也
chinese,also,还
chinese,and,和
chinese,and,与
chinese,and,而
chinese,and,又
chinese,and,而且
chinese,and,且
chinese,and,并
chinese,angstrom,埃
chinese,another,另一
chinese,anti-,反
chinese,any,任何
chinese,anyone,任何人
chinese,appeal,诉
chinese,approximately,约
chinese,are,正在
chinese,area,区
chinese,article,条
chinese,ascend,登
chinese,ask,问
chinese,aspx.,褉
chinese,asshole,混蛋
chinese,at,于
chinese,at least,至少
chinese,at night,晚上
chinese,attack,攻
chinese,austrian,奥
chinese,back to,回到
chinese,bad,不好
chinese,bad,坏
chinese,ball,球
chinese,band,帶
chinese,band,带
chinese,base,基
chinese,be,是
chinese,be,被
chinese,be afraid,害怕
chinese,be subject,受
chinese,bear,结
chinese,beat,拍
chinese,beautiful,漂亮
chinese,because,因
chinese,because,因為
chinese,become,成
chinese,before,之前
chinese,beginning,始
chinese,believe,相信
chinese,bell,钟
chinese,between,间
chinese,black,黑
chinese,blessing,福
chinese,block,块
chinese,blood,血
chinese,bo,伯
chinese,bodhisattva,萨
chinese,body,身
chinese,body,身上
chinese,body,体
chinese,bomb,弹
chinese,book,书
chinese,bosom,怀
chinese,both,都
chinese,both,两
chinese,bother,烦
chinese,boy,男孩
chinese,brain,脑
chinese,branch,科
chinese,brat,小子
chinese,break,断
chinese,break,破
chinese,brisk walking,快走
chinese,britain,英
chinese,brother,哥
chinese,brother,老兄
chinese,brothers,兄弟
chinese,buddha,佛
chinese,build,建
chinese,bundle,束
chinese,bureau,局
chinese,business,务
chinese,busy,忙
chinese,but,可是
chinese,but,但是
chinese,but,却
chinese,but,不過
chinese,but,但
chinese,buy,买
chinese,by,靠
chinese,by,由
chinese,by order of the,承
chinese,calendar,历
chinese,call,叫
chinese,can,会
chinese,can,可
chinese,can,能不能
chinese,can,能
chinese,can,可以
chinese,can,會
chinese,can not,不能
chinese,can not afford to,不起
chinese,capital,资
chinese,car,车
chinese,card,卡
chinese,catch,抓
chinese,catch,抓住
chinese,ceremony,礼
chinese,certainly,一定
chinese,certificate,证
chinese,change,改
chinese,change,换
chinese,change,变
chinese,chase,追
chinese,cheat,骗
chinese,check,查
chinese,check,检
chinese,child,小孩
chinese,child,儿
chinese,child,子
chinese,children,孩子
chinese,china,华
chinese,choose,择
chinese,city,城
chinese,city,市
chinese,city,城市
chinese,claim,要求
chinese,clams,磲
chinese,class,类
chinese,class,班
chinese,clear,清楚
chinese,clever,聪
chinese,close,闭
chinese,close,关
chinese,close,合
chinese,close,密
chinese,cloth,布
chinese,clothes,服
chinese,clothes,衣服
chinese,code,码
chinese,coffee,咖啡
chinese,cold,冷
chinese,collar,领
chinese,collectively,统
chinese,color,色
chinese,come,来
chinese,come,來
chinese,come,過來
chinese,come back,回來
chinese,company,公司
chinese,complete,完
chinese,complete,完成
chinese,complex,复
chinese,condition,况
chinese,continue,续
chinese,control,控制
chinese,cool,酷
chinese,core,芯
chinese,count,算
chinese,country,国
chinese,crab,蟹
chinese,crazy,疯
chinese,cross,过
chinese,cross,過
chinese,cross,交
chinese,culture,文
chinese,cup,杯
chinese,dad,爸
chinese,damn,媽的
chinese,dan,担
chinese,danger,危
chinese,dare,敢
chinese,day,天
chinese,day,日
chinese,dayton,顿
chinese,dead,死
chinese,dead,死了
chinese,death,死亡
chinese,decide,决
chinese,degree,度
chinese,department,部
chinese,di,迪
chinese,diarrhea,泻
chinese,die,褋
chinese,different,不同
chinese,difficult,难
chinese,dimension,维
chinese,discuss,议
chinese,division,师
chinese,do,吗
chinese,do,搞
chinese,do,办
chinese,do,做
chinese,do,嗎
chinese,do not,別
chinese,do not,别
chinese,do not know,不知道
chinese,do not like,不喜
chinese,do not need to,不需要
chinese,do not want to,不想
chinese,doctor,博士
chinese,dog,狗
chinese,doing,在做
chinese,done,做了
chinese,door,门
chinese,drawers,褌
chinese,dream,梦
chinese,dress,装
chinese,drink,喝
chinese,drug,药
chinese,dry,干
chinese,dry,幹
chinese,each,每
chinese,early,早
chinese,east,东
chinese,eat,吃
chinese,egg,蛋
chinese,electricity,电
chinese,elephant,象
chinese,end,终
chinese,enough,够
chinese,enter,进
chinese,enter,入
chinese,entirely,完全
chinese,entrust,托
chinese,eph.,弗
chinese,equally,一樣
chinese,equipment,备
chinese,etc.,等等
chinese,europe,欧
chinese,even,甚至
chinese,even,连
chinese,even,什
chinese,everybody,各位
chinese,everyone,大家
chinese,everyone,所有人
chinese,everything,一切
chinese,evil,恶
chinese,evil,邪
chinese,exceed,超
chinese,exercise,操
chinese,exhausted,尽
chinese,explore,探
chinese,eye,眼睛
chinese,eye,目
chinese,eye,眼
chinese,face,脸
chinese,fall,掉
chinese,far,远
chinese,fast,快
chinese,father,父
chinese,father,爸爸
chinese,fear,怕
chinese,fee,费
chinese,feed,喂
chinese,feel,觉
chinese,feel,覺得
chinese,feel,感到
chinese,female,女
chinese,festival,节
chinese,field,场
chinese,fight,争
chinese,fight,打
chinese,find,找到
chinese,finger,指
chinese,fire,火
chinese,first,第一
chinese,first,先
chinese,first,第一次
chinese,fish,鱼
chinese,five,五
chinese,fixed,定
chinese,floor,楼
chinese,flower,花
chinese,fly,飞
chinese,follow,随
chinese,foot,脚
chinese,for,為
chinese,for,替
chinese,for,为
chinese,force,力
chinese,forest,林
chinese,forest,森
chinese,forever,永
chinese,forget,忘
chinese,forget,忘了
chinese,fortunately,幸
chinese,four,四
chinese,free,自由
chinese,friend,朋友
chinese,from,离
chinese,from,从
chinese,from,自
chinese,from,從
chinese,from time to,可不
chinese,fruit,果
chinese,fry,炸
chinese,full,满
chinese,fundamental,根本
chinese,game,赛
chinese,gas,气
chinese,general,普
chinese,get,得
chinese,get,得到
chinese,get,弄
chinese,ghost,鬼
chinese,girl,女孩
chinese,go,走了
chinese,go,走吧
chinese,go,去了
chinese,go,走
chinese,go,去
chinese,go back,回去
chinese,go on,下去
chinese,god,神
chinese,god,天啊
chinese,god,上帝
chinese,gold,金
chinese,good,好
chinese,good,好的
chinese,good,好好
chinese,good night,晚安
chinese,gosh,天哪
chinese,governess,姆
chinese,grace,恩
chinese,gram,克
chinese,great,太棒
chinese,grid,格
chinese,ground,地
chinese,group,组
chinese,gu,顾
chinese,guard,卫
chinese,guess,猜
chinese,guide,导
chinese,gun,枪
chinese,guy,家伙
chinese,ha,哈
chinese,hair,发
chinese,half,半
chinese,hand,手
chinese,handkerchief,帕
chinese,happy,欢
chinese,happy,喜
chinese,harm,害
chinese,harmonious,谐
chinese,has been,一直
chinese,have,有
chinese,have,都有
chinese,he,他
chinese,he,伊
chinese,head,头
chinese,health,生了
chinese,heart,心
chinese,help,帮
chinese,help,助
chinese,hemp,麻
chinese,her,她的
chinese,here,這裡
chinese,hey,嘿
chinese,hi,嗨
chinese,high,很高
chinese,high,高
chinese,his,他的
chinese,history,史
chinese,home,家
chinese,hope,希望
chinese,hope,希
chinese,horse,马
chinese,hospital,院
chinese,hot,热
chinese,house,房子
chinese,how,怎麼
chinese,how,如何
chinese,how,怎
chinese,how long,多久
chinese,how much,多少
chinese,however,然
chinese,hurt,伤
chinese,husband,夫
chinese,husband,丈夫
chinese,i,我
chinese,i,i
chinese,i am pleased to,我喜
chinese,i am sorry,對不起
chinese,i really do not,真不
chinese,if,要是
chinese,if,如果
chinese,image,像
chinese,implement,器
chinese,impossible,不可能
chinese,in,里
chinese,in,在
chinese,in,中
chinese,in,裏
chinese,in,裡
chinese,in addition to,除了
chinese,in the end,到底
chinese,income,收
chinese,indeed,确
chinese,independent,独
chinese,industry,业
chinese,inferior,亚
chinese,inferior,亞
chinese,instrument,械
chinese,insurance,保
chinese,interest,兴
chinese,interesting,有趣
chinese,inverted,倒
chinese,is,才是
chinese,is,就是
chinese,is not,是不是
chinese,it,吧
chinese,it,呢
chinese,it,它
chinese,item,件
chinese,its,其
chinese,jack,杰克
chinese,joe,乔
chinese,join,联
chinese,joke,玩笑
chinese,jump,跳
chinese,just,刚
chinese,justice,义
chinese,keeping,保持
chinese,kill,杀
chinese,kill,殺
chinese,king,王
chinese,know,知道
chinese,know,知
chinese,knowledge,识
chinese,korea,丽
chinese,la,啦
chinese,language,语
chinese,large,大
chinese,last,最后
chinese,last night,昨晚
chinese,laugh,笑
chinese,law,法
chinese,le,勒
chinese,learn,学
chinese,leave,離開
chinese,less,少
chinese,less than,不到
chinese,let,讓
chinese,let,让
chinese,level,级
chinese,levin,莱
chinese,li,莉
chinese,life,生命
chinese,life,命
chinese,life,生活
chinese,light,轻
chinese,light,光
chinese,like,好像
chinese,like,喜歡
chinese,like,像是
chinese,line,线
chinese,listen,听
chinese,live,活
chinese,live,住
chinese,lives in,住在
chinese,local,地方
chinese,long,长
chinese,look,看看
chinese,look for,找
chinese,loose,松
chinese,lose,失
chinese,lose,失去
chinese,love,愛
chinese,love,情
chinese,love,爱
chinese,lu,鲁
chinese,lucky,吉
chinese,lun,伦
chinese,luo,罗
chinese,machine,机
chinese,mad,狂
chinese,main,主
chinese,make,作
chinese,make,使
chinese,man,曼
chinese,man,男人
chinese,many,很多
chinese,map,图
chinese,mark,标
chinese,marriage,婚
chinese,mary,玛
chinese,matter,物
chinese,may,可能
chinese,meaning,意思
chinese,meaning,意
chinese,meet,接
chinese,member,员
chinese,mention,提
chinese,meter,计
chinese,meter,米
chinese,military,军
chinese,mine,雷
chinese,minute,分
chinese,miss,小姐
chinese,mo,莫
chinese,mom,妈
chinese,mom,媽媽
chinese,money,钱
chinese,money,錢
chinese,mongolian,蒙
chinese,moral,德
chinese,more,更
chinese,more,越
chinese,morning,早上
chinese,most,最
chinese,mother,母
chinese,mountain,山
chinese,mouth,嘴
chinese,mouth,口
chinese,move,动
chinese,mr.,先生
chinese,mrs.,夫人
chinese,ms.,女士
chinese,multi-,多
chinese,music,乐
chinese,must,须
chinese,must,必
chinese,must,必須
chinese,must not,不要
chinese,my,我的
chinese,myself,我自己
chinese,na,娜
chinese,name,名
chinese,name,名字
chinese,need,需要
chinese,need not,不用
chinese,negligent,懈
chinese,new,新
chinese,new,新的
chinese,news,消息
chinese,next,明
chinese,ni,妮
chinese,nigeria,尼
chinese,night,晚
chinese,no,沒有
chinese,no,无
chinese,no,不是
chinese,no longer,不再
chinese,not,没
chinese,not,不
chinese,not,不了
chinese,not,都不
chinese,not,沒
chinese,not,未
chinese,not work,不行
chinese,note,注意
chinese,nothing more,而已
chinese,now,現在
chinese,number,号
chinese,number,数
chinese,oblique,斜
chinese,occasion,际
chinese,odd,奇
chinese,of,的
chinese,of,化
chinese,of course,當然
chinese,office,任
chinese,official,官
chinese,often,常
chinese,oh,噢
chinese,oh,喔
chinese,oh,哦
chinese,okay,好嗎
chinese,old,老
chinese,on,就
chinese,on,上
chinese,on behalf of,代
chinese,on the,放在
chinese,once,曾
chinese,once,一次
chinese,one day,一天
chinese,oneself,自己
chinese,only,只
chinese,only,才
chinese,open,开
chinese,or,或
chinese,or,或者
chinese,or,還是
chinese,orchid,兰
chinese,original,原
chinese,other,其他
chinese,out,出
chinese,out,出去
chinese,outside,外面
chinese,outside,外
chinese,outstanding,杰
chinese,own,自己的
chinese,package,包
chinese,painting,画
chinese,pakistan,巴
chinese,parent,亲
chinese,parents,父母
chinese,participate,参
chinese,partner,伙
chinese,pass,传
chinese,passenger,客
chinese,pay,付
chinese,people,人
chinese,perhaps,也許
chinese,person,者
chinese,phase,相
chinese,philippines,菲
chinese,photo,照
chinese,photo,照片
chinese,place,处
chinese,plan,打算
chinese,play,玩
chinese,play,戏
chinese,play,演
chinese,please,请
chinese,please,請
chinese,please,拜托
chinese,plus,加
chinese,point,點
chinese,point,点
chinese,pole,极
chinese,police,警
chinese,police,警察
chinese,poor,差
chinese,positive,正
chinese,present,现
chinese,prestige,威
chinese,previous,以前
chinese,price,价
chinese,prison,狱
chinese,problem,問題
chinese,profit,利
chinese,promise,许
chinese,promise,诺
chinese,protect,护
chinese,public,公
chinese,pull,拉
chinese,put,放
chinese,put down,放下
chinese,quasi-,准
chinese,quickly,很快
chinese,quiet,静
chinese,random,乱
chinese,ratio,比
chinese,raw,生
chinese,reach,达
chinese,real,实
chinese,real,真正
chinese,really,真是
chinese,really,真的
chinese,reason,原因
chinese,reason,理
chinese,receive,收到
chinese,recently,最近
chinese,recognize,认
chinese,record,录
chinese,red,丹
chinese,red,红
chinese,regard,视
chinese,regardless of,不管
chinese,release,释
chinese,remember,记
chinese,report,报
chinese,request,求
chinese,responsibility,责
chinese,return,回
chinese,return home,回家
chinese,rice,饭
chinese,right,权
chinese,risk,险
chinese,road,路
chinese,road,道
chinese,rockwell,洛
chinese,roll,滚
chinese,room,房
chinese,room,室
chinese,root,根
chinese,row,行
chinese,ruin,毁
chinese,rule,治
chinese,run,跑
chinese,rush,赶
chinese,safe,安
chinese,said,說的
chinese,salary,薪
chinese,sample,样
chinese,sand,沙
chinese,sang,褬
chinese,sant,真
chinese,save,救
chinese,say,说
chinese,say,說
chinese,scholar,士
chinese,school,校
chinese,scrap,屑
chinese,sea,海
chinese,search,索
chinese,secondary,次
chinese,security,安全
chinese,see,看到
chinese,see,看
chinese,see,见
chinese,seed,种
chinese,selected,选
chinese,sell,卖
chinese,send,送
chinese,send,派
chinese,sense,感
chinese,seoul,爾
chinese,seoul,尔
chinese,sex,性
chinese,shadow,影
chinese,shakespeare,莎
chinese,she,她
chinese,shellfish,贝
chinese,ship,船
chinese,shock,惊
