language,english,vocabulary
luxembourgish,a,eng
luxembourgish,able,kënnen
luxembourgish,about,iwwer
luxembourgish,above,uewen
luxembourgish,act,akt
luxembourgish,add,derbäi
luxembourgish,afraid,angscht
luxembourgish,after,no
luxembourgish,again,erëm
luxembourgish,against,géint
luxembourgish,age,alter
luxembourgish,ago,ago
luxembourgish,agree,averstanen
luxembourgish,air,loft
luxembourgish,all,all
luxembourgish,allow,erlaben
luxembourgish,also,och
luxembourgish,always,ëmmer
luxembourgish,am,auer
luxembourgish,among,ënnert
luxembourgish,an,eng
luxembourgish,and,an
luxembourgish,anger,roserei
luxembourgish,animal,déier
luxembourgish,answer,äntwert
luxembourgish,any,all
luxembourgish,appear,schéngen
luxembourgish,apple,apel
luxembourgish,are,sinn
luxembourgish,area,beräich
luxembourgish,arm,aarm
luxembourgish,arrange,rendez
luxembourgish,arrive,ukommen
luxembourgish,art,konscht
luxembourgish,as,wéi
luxembourgish,ask,froen
luxembourgish,at,op
luxembourgish,atom,atom
luxembourgish,baby,baby
luxembourgish,back,zréck
luxembourgish,bad,schlecht
luxembourgish,ball,ball
luxembourgish,band,band
luxembourgish,bank,bank
luxembourgish,bar,verhënnert
luxembourgish,base,huel
luxembourgish,basic,basis
luxembourgish,bat,fliedermaus
luxembourgish,be,ginn
luxembourgish,bear,bier
luxembourgish,beat,schloën
luxembourgish,beauty,schéinheet
luxembourgish,bed,bett
luxembourgish,been,schonn
luxembourgish,before,virum
luxembourgish,began,ugefaang
luxembourgish,begin,begin
luxembourgish,behind,hannert
luxembourgish,believe,gleewen
luxembourgish,bell,klackespill
luxembourgish,best,beschte
luxembourgish,better,besser
luxembourgish,between,tëschent
luxembourgish,big,grouss
luxembourgish,bird,vugel
luxembourgish,bit,bëssen
luxembourgish,black,schwaarz
luxembourgish,block,blockéieren
luxembourgish,blood,blutt
luxembourgish,blow,nidderzeloossen
luxembourgish,blue,blo
luxembourgish,board,verwaltungsrot
luxembourgish,boat,boot
luxembourgish,body,kierper
luxembourgish,bone,schanken
luxembourgish,book,buch
luxembourgish,born,gebuer
luxembourgish,both,souwuel
luxembourgish,bottom,ënnen
luxembourgish,bought,kaaft
luxembourgish,box,këscht
luxembourgish,boy,boy
luxembourgish,branch,sparten
luxembourgish,bread,brout
luxembourgish,break,ennerbriechung
luxembourgish,bright,schéin
luxembourgish,bring,bréngen
luxembourgish,broad,wäitleefegen
luxembourgish,broke,fräi
luxembourgish,brother,brudder
luxembourgish,brought,matbruecht
luxembourgish,brown,brong
luxembourgish,build,bauen
luxembourgish,burn,ëmbruecht
luxembourgish,busy,beschäftegt
luxembourgish,but,mä
luxembourgish,buy,kafen
luxembourgish,by,vun
luxembourgish,call,opruff
luxembourgish,came,huet
luxembourgish,camp,camp
luxembourgish,can,kënnen
luxembourgish,capital,haaptstad
luxembourgish,captain,kapitän
luxembourgish,car,auto
luxembourgish,card,attack
luxembourgish,care,ëm
luxembourgish,carry,droen
luxembourgish,case,fall
luxembourgish,cat,cat
luxembourgish,catch,verdreiwen
luxembourgish,caught,séier
luxembourgish,cause,doudesursaach
luxembourgish,cell,zell
luxembourgish,cent,cent
luxembourgish,center,zentrum
luxembourgish,century,joerhonnert
luxembourgish,certain,bestëmmte
luxembourgish,chair,presidence
luxembourgish,chance,chance
luxembourgish,change,änneren
luxembourgish,character,charakter
luxembourgish,charge,zoustänneg
luxembourgish,chart,beräich
luxembourgish,check,kontrolléieren
luxembourgish,chick,schüler
luxembourgish,chief,chef
luxembourgish,child,kand
luxembourgish,children,kanner
luxembourgish,choose,decidéieren
luxembourgish,chord,niwwelt
luxembourgish,circle,krees
luxembourgish,city,stad
luxembourgish,claim,virgëtt
luxembourgish,class,klass
luxembourgish,clean,propper
luxembourgish,clear,kloer
luxembourgish,climb,erauszefuerderen
luxembourgish,clock,auer
luxembourgish,close,zoumaachen
luxembourgish,clothe,unzedoe
luxembourgish,cloud,wollek
luxembourgish,coast,küst
luxembourgish,coat,wope
luxembourgish,cold,keelt
luxembourgish,collect,sammelen
luxembourgish,colony,kolonisatioun
luxembourgish,color,faarf
luxembourgish,column,kolonn
luxembourgish,come,kommen
luxembourgish,common,gemeinsam
luxembourgish,company,firma
luxembourgish,compare,vergläichen
luxembourgish,complete,komplett
luxembourgish,condition,zoustand
luxembourgish,connect,konnektéieren
luxembourgish,consider,betruecht
luxembourgish,consonant,konsonant
luxembourgish,contain,enthalen
luxembourgish,continent,kontinent
luxembourgish,continue,weider
luxembourgish,control,kontroll
luxembourgish,cook,kreéiert
luxembourgish,cool,cool
luxembourgish,copy,kopéieren
luxembourgish,corn,feierblumm
luxembourgish,corner,corner
luxembourgish,correct,korrekt
luxembourgish,cost,kascht
luxembourgish,cotton,kotteng
luxembourgish,could,konnt
luxembourgish,count,grof
luxembourgish,country,land
luxembourgish,course,natierlech
luxembourgish,cover,cover
luxembourgish,cow,waaser
luxembourgish,crease,crease
luxembourgish,create,schafen
luxembourgish,crop,boun
luxembourgish,cross,kräiz
luxembourgish,crowd,gedonnert
luxembourgish,cry,kräisch
luxembourgish,current,aktuell
luxembourgish,cut,géigewier
luxembourgish,dad,papp
luxembourgish,dance,danz
luxembourgish,danger,gefor
luxembourgish,dark,däischter
luxembourgish,day,dag
luxembourgish,dead,dout
luxembourgish,deal,bäigeléiert
luxembourgish,dear,léiwe
luxembourgish,death,doud
