language,english,vocabulary
hebrew,a,זמן
hebrew,able,תוכל
hebrew,about,על
hebrew,above,מעל
hebrew,act,מעשה
hebrew,add,להוסיף
hebrew,afraid,חושש
hebrew,after,לאחר
hebrew,again,שוב
hebrew,against,נגד
hebrew,age,גיל
hebrew,ago,לפני
hebrew,agree,מסכים
hebrew,air,אוויר
hebrew,all,כל
hebrew,allow,לאפשר
hebrew,also,גם
hebrew,always,תמיד
hebrew,am,בבוקר
hebrew,among,בין
hebrew,an,בית
hebrew,and,ו
hebrew,anger,כעס
hebrew,animal,חיה
hebrew,answer,תשובה
hebrew,any,כל
hebrew,appear,להופיע
hebrew,apple,תפוח
hebrew,are,הם
hebrew,area,אזור
hebrew,arm,זרוע
hebrew,arrange,לסדר
hebrew,arrive,להגיע
hebrew,art,אמנות
hebrew,as,כמו
hebrew,ask,שואל
hebrew,at,ב
hebrew,atom,אטום
hebrew,baby,תינוק
hebrew,back,בחזרה
hebrew,bad,רע
hebrew,ball,כדור
hebrew,band,להקה
hebrew,bank,בנק
hebrew,bar,בר
hebrew,base,בסיס
hebrew,basic,בסיסי
hebrew,bat,עטלף
hebrew,be,להיות
hebrew,bear,לשאת
hebrew,beat,הכה
hebrew,beauty,יופי
hebrew,bed,מיטה
hebrew,been,היה
hebrew,before,לפני
hebrew,began,החל
hebrew,begin,להתחיל
hebrew,behind,מאחור
hebrew,believe,מאמין
hebrew,bell,פעמון
hebrew,best,הטוב ביותר
hebrew,better,טוב יותר
hebrew,between,בין
hebrew,big,גדול
hebrew,bird,ציפור
hebrew,bit,קצת
hebrew,black,שחור
hebrew,block,בלוק
hebrew,blood,דם
hebrew,blow,מכה
hebrew,blue,כחול
hebrew,board,לוח
hebrew,boat,סירה
hebrew,body,גוף
hebrew,bone,עצם
hebrew,book,ספר
hebrew,born,נולד
hebrew,both,שני
hebrew,bottom,תחתון
hebrew,bought,קניתי
hebrew,box,תיבה
hebrew,boy,ילד
hebrew,branch,סניף
hebrew,bread,לחם
hebrew,break,הפסקה
hebrew,bright,בהיר
hebrew,bring,להביא
hebrew,broad,רחב
hebrew,broke,פרץ
hebrew,brother,אח
hebrew,brought,הביא
hebrew,brown,חום
hebrew,build,לבנות
hebrew,burn,לשרוף
hebrew,busy,עסוק
hebrew,but,אבל
hebrew,buy,לקנות
hebrew,by,על ידי
hebrew,call,שיחה
hebrew,came,הגיע
hebrew,camp,מחנה
hebrew,can,יכול
hebrew,capital,הון
hebrew,captain,קפטן
hebrew,car,מכונית
hebrew,card,כרטיס
hebrew,care,טיפול
hebrew,carry,לשאת
hebrew,case,מקרה
hebrew,cat,חתול
hebrew,catch,מלכוד
hebrew,caught,נתפס
hebrew,cause,סיבה
hebrew,cell,תא
hebrew,cent,סנט
hebrew,center,מרכז
hebrew,century,המאה
hebrew,certain,מסוים
hebrew,chair,כיסא
hebrew,chance,סיכוי
hebrew,change,לשנות
hebrew,character,אופי
hebrew,charge,לחייב את
hebrew,chart,תרשים
hebrew,check,לבדוק
hebrew,chick,חומוס
hebrew,chief,ראשי
hebrew,child,ילד
hebrew,children,ילדים
hebrew,choose,לבחור
hebrew,chord,אקורד
hebrew,circle,המעגל
hebrew,city,עיר
hebrew,claim,טענה
hebrew,class,כיתה
hebrew,clean,נקי
hebrew,clear,ברור
hebrew,climb,טיפוס
hebrew,clock,שעון
hebrew,close,קרוב
hebrew,clothe,להלביש
hebrew,cloud,ענן
hebrew,coast,החוף
hebrew,coat,מעיל
hebrew,cold,קר
hebrew,collect,לאסוף
hebrew,colony,מושבה
hebrew,color,צבע
hebrew,column,טור
hebrew,come,תבואו
hebrew,common,משותף
hebrew,company,חברה
hebrew,compare,להשוות
hebrew,complete,מלא
hebrew,condition,מצב
hebrew,connect,להתחבר
hebrew,consider,לשקול
hebrew,consonant,עיצור
hebrew,contain,להכיל
hebrew,continent,יבשת
hebrew,continue,להמשיך
hebrew,control,שליטה
hebrew,cook,טבח
hebrew,cool,מגניב
hebrew,copy,עותק
hebrew,corn,תירס
hebrew,corner,פינה
hebrew,correct,נכון
hebrew,cost,עלות
hebrew,cotton,כותנה
hebrew,could,יכול
hebrew,count,לספור
hebrew,country,מדינה
hebrew,course,כמובן
hebrew,cover,כיסוי
hebrew,cow,פרה
hebrew,crease,קמט
hebrew,create,ליצור
hebrew,crop,יבול
hebrew,cross,לחצות
hebrew,crowd,קהל
hebrew,cry,זעקה
hebrew,current,נוכחי
hebrew,cut,לחתוך
hebrew,dad,אבא
hebrew,dance,ריקוד
hebrew,danger,סכנה
hebrew,dark,אפל
hebrew,day,יום
hebrew,dead,מת
hebrew,deal,עסקה
hebrew,dear,יקר
hebrew,death,מוות
hebrew,decide,להחליט
hebrew,decimal,עשרוני
hebrew,deep,עמוק
hebrew,degree,תואר
hebrew,depend,תלויים
hebrew,describe,לתאר
hebrew,desert,מדבר
hebrew,design,לעצב
hebrew,determine,לקבוע
hebrew,develop,לפתח
hebrew,dictionary,מילון
hebrew,did,עשיתי
hebrew,die,למות
hebrew,differ,שונה
hebrew,difficult,קשה
hebrew,direct,ישיר
hebrew,discuss,לדון
hebrew,distant,רחוק
hebrew,divide,פער
hebrew,division,החלוקה
hebrew,do,לעשות
hebrew,doctor,רופא
hebrew,does,עושה
hebrew,dog,כלב
hebrew,dollar,דולר
hebrew,done,עשיתי
hebrew,don’t,לא
hebrew,door,דלת
hebrew,double,כפול
hebrew,down,למטה
hebrew,draw,לצייר
hebrew,dream,לחלום
hebrew,dress,שמלה
hebrew,drink,משקה
hebrew,drive,כונן
hebrew,drop,טיפה
hebrew,dry,יבש
hebrew,duck,ברווז
hebrew,during,במהלך
hebrew,each,כל
hebrew,ear,אוזן
hebrew,early,מוקדם
hebrew,earth,כדור הארץ
hebrew,ease,להקל
hebrew,east,מזרח
hebrew,eat,לסעוד
hebrew,edge,קצה
hebrew,effect,השפעה
hebrew,egg,ביצה
hebrew,eight,שמונה
hebrew,either,או
hebrew,electric,חשמלי
hebrew,element,אלמנט
hebrew,else,אחר
hebrew,end,סוף
hebrew,enemy,אויב
hebrew,energy,אנרגיה
hebrew,engine,מנוע
hebrew,enough,מספיק
hebrew,enter,להיכנס
hebrew,equal,שווה
hebrew,equate,להשוות
hebrew,especially,במיוחד
hebrew,even,אפילו
hebrew,evening,ערב
hebrew,event,אירוע
hebrew,ever,אי פעם
hebrew,every,כל
hebrew,exact,מדויק
hebrew,example,דוגמא
hebrew,except,אלא
hebrew,excite,לרגש
hebrew,exercise,תרגיל
hebrew,expect,מצפה
hebrew,experience,ניסיון
hebrew,experiment,ניסיון
hebrew,eye,עין
hebrew,face,פנים
hebrew,fact,עובדה
hebrew,fair,הוגן
hebrew,fall,ליפול
hebrew,family,משפחה
hebrew,famous,מפורסם
hebrew,far,רחוק
hebrew,farm,החווה
hebrew,fast,מהר
hebrew,fat,שומן
hebrew,father,אב
hebrew,favor,להעדיף
hebrew,fear,פחד
hebrew,feed,הזנה
hebrew,feel,להרגיש
hebrew,feet,רגליים
