language,english,vocabulary
albanian,a,një
albanian,able,gjendje
albanian,about,për
albanian,above,sipër
albanian,act,akt
albanian,add,të shtoni
albanian,afraid,i frikësuar
albanian,after,pas
albanian,again,përsëri
albanian,against,kundër
albanian,age,mosha
albanian,ago,më parë
albanian,agree,pajtohem
albanian,air,ajrit
albanian,all,të gjithë
albanian,allow,lejojnë
albanian,also,edhe
albanian,always,gjithmonë
albanian,am,jam
albanian,among,në mesin e
albanian,an,një
albanian,and,dhe
albanian,anger,zemërimi
albanian,animal,kafshëve
albanian,answer,përgjigje
albanian,any,ndonjë
albanian,appear,duket
albanian,apple,mollë
albanian,are,janë
albanian,area,zonë
albanian,arm,krah
albanian,arrange,organizoni
albanian,arrive,arrijnë
albanian,art,art
albanian,as,si
albanian,ask,kërkoj
albanian,at,në
albanian,atom,atom
albanian,baby,fëmijë
albanian,back,mbrapa
albanian,bad,keq
albanian,ball,top
albanian,band,band
albanian,bank,banka
albanian,bar,bar
albanian,base,bazë
albanian,basic,themelore
albanian,bat,lakuriq nate
albanian,be,jetë
albanian,bear,mbajnë
albanian,beat,rrah
albanian,beauty,bukuri
albanian,bed,krevat
albanian,been,qenë
albanian,before,para
albanian,began,filloi
albanian,begin,të fillojë
albanian,behind,prapa
albanian,believe,besoj
albanian,bell,zile
albanian,best,mirë
albanian,better,më mirë
albanian,between,në mes të
albanian,big,i madh
albanian,bird,zog
albanian,bit,bit
albanian,black,e zezë
albanian,block,bllok
albanian,blood,gjak
albanian,blow,goditje
albanian,blue,blu
albanian,board,bordi
albanian,boat,varkë
albanian,body,trupi
albanian,bone,kockave
albanian,book,libri
albanian,born,born
albanian,both,të dy
albanian,bottom,fund
albanian,bought,blerë
albanian,box,kuti
albanian,boy,djalë
albanian,branch,degë
albanian,bread,bukë
albanian,break,pushim
albanian,bright,ndritshme
albanian,bring,sjellë
albanian,broad,gjerë
albanian,broke,thyen
albanian,brother,vëlla
albanian,brought,solli
albanian,brown,kafe
albanian,build,ndërtuar
albanian,burn,djeg
albanian,busy,i zënë
albanian,but,por
albanian,buy,blej
albanian,by,nga
albanian,call,thirrje
albanian,came,erdhi
albanian,camp,kampi
albanian,can,mund
albanian,capital,kapitalit
albanian,captain,kapiten
albanian,car,makinë
albanian,card,kartë
albanian,care,kujdes
albanian,carry,kryer
albanian,case,rasti
albanian,cat,mace
albanian,catch,kapur
albanian,caught,kapur
albanian,cause,shkaku
albanian,cell,qelizë
albanian,cent,cent
albanian,center,qendër
albanian,century,shekulli
albanian,certain,sigurt
albanian,chair,karrige
albanian,chance,shans
albanian,change,ndryshim
albanian,character,karakter
albanian,charge,ngarkuar
albanian,chart,tabelë
albanian,check,kontrolloj
albanian,chick,zogth
albanian,chief,shefi
albanian,child,fëmijë
albanian,children,fëmijë
albanian,choose,zgjidhni
albanian,chord,akord
albanian,circle,rrethi
albanian,city,qytet
albanian,claim,pretendim
albanian,class,klasë
albanian,clean,i pastër
albanian,clear,qartë
albanian,climb,ngjit
albanian,clock,ora
albanian,close,afër
albanian,clothe,vesh
albanian,cloud,cloud
albanian,coast,bregdeti
albanian,coat,pallto
albanian,cold,ftohtë
albanian,collect,mbledhë
albanian,colony,koloni
albanian,color,ngjyra
albanian,column,kolona
albanian,come,eja
albanian,common,përbashkët
albanian,company,kompania
albanian,compare,të krahasuar
albanian,complete,i plotë
albanian,condition,kusht
albanian,connect,lidhur
albanian,consider,konsiderojnë
albanian,consonant,bashkëtingëllore
albanian,contain,përmbaj
albanian,continent,kontinenti
albanian,continue,vazhdojnë
albanian,control,kontrollit
albanian,cook,kuzhinier
albanian,cool,i ftohtë
albanian,copy,kopje
albanian,corn,misri
albanian,corner,qoshe
albanian,correct,saktë
albanian,cost,kosto
albanian,cotton,pambuku
albanian,could,mund
albanian,count,të llogarisë
albanian,country,vendi
albanian,course,sigurisht
albanian,cover,mbuluar
albanian,cow,lopë
albanian,crease,rrudhë
albanian,create,krijuar
albanian,crop,kulture
albanian,cross,kalojnë
albanian,crowd,turmë
albanian,cry,qaj
albanian,current,aktuale
albanian,cut,prerë
albanian,dad,baba
albanian,dance,valle
albanian,danger,rrezik
albanian,dark,errët
albanian,day,ditë
albanian,dead,vdekur
albanian,deal,marrëveshje
albanian,dear,i dashur
albanian,death,vdekja
albanian,decide,vendosë
albanian,decimal,dhjetor
albanian,deep,thellë
albanian,degree,shkallë
albanian,depend,varet
albanian,describe,përshkruajnë
albanian,desert,shkretëtirë
albanian,design,dizajn
albanian,determine,përcaktuar
albanian,develop,zhvilloj
albanian,dictionary,fjalor
albanian,did,bëri
albanian,die,vdes
albanian,differ,ndryshoj
albanian,difficult,i vështirë
albanian,direct,drejtpërdrejtë
albanian,discuss,diskutuar
albanian,distant,i largët
albanian,divide,ndarje
albanian,division,ndarje
albanian,do,bëj
albanian,doctor,mjeku
albanian,does,bën
albanian,dog,qen
albanian,dollar,dollar
albanian,done,e bërë
albanian,don’t,nuk
albanian,door,dyer
albanian,double,dyfishtë
albanian,down,poshtë
albanian,draw,barazim
albanian,dream,ëndërr
albanian,dress,veshje
albanian,drink,pije
albanian,drive,makinë
albanian,drop,rënie
albanian,dry,thatë
albanian,duck,duck
albanian,during,gjatë
albanian,each,çdo
albanian,ear,vesh
albanian,early,fillim
albanian,earth,toka
albanian,ease,lehtësuar
albanian,east,lindje
albanian,eat,hani
albanian,edge,edge
albanian,effect,efekti
albanian,egg,vezë
albanian,eight,tetë
albanian,either,ose
albanian,electric,elektrike
albanian,element,element
albanian,else,tjetër
albanian,end,fund
albanian,enemy,armik
albanian,energy,energjisë
albanian,engine,motor
albanian,enough,mjaft
albanian,enter,hyjnë
albanian,equal,barabartë
albanian,equate,barazojnë
albanian,especially,sidomos
albanian,even,edhe
albanian,evening,mbrëmje
albanian,event,ngjarje
albanian,ever,kurrë
albanian,every,çdo
albanian,exact,saktë
albanian,example,shembull
albanian,except,me përjashtim të
albanian,excite,nxeh
albanian,exercise,ushtrim
albanian,expect,presin
albanian,experience,përvojë
albanian,experiment,eksperiment
albanian,eye,sy
albanian,face,fytyrë
albanian,fact,fakti
albanian,fair,drejtë
albanian,fall,bien
albanian,family,familja
albanian,famous,i famshëm
albanian,far,tani
albanian,farm,fermë
albanian,fast,shpejtë
