language,english,vocabulary
esperanto,a,a
esperanto,able,povis
esperanto,about,proksimume
esperanto,above,supre
esperanto,act,akto
esperanto,add,aldoni
esperanto,afraid,timis
esperanto,after,post
esperanto,again,denove
esperanto,against,kontraŭ
esperanto,age,aĝo
esperanto,ago,monato
esperanto,agree,interkonsenti
esperanto,air,aero
esperanto,all,ĉiuj
esperanto,allow,permesi
esperanto,also,ankaŭ
esperanto,always,ĉiam
esperanto,am,estas
esperanto,among,inter
esperanto,an,kiel
esperanto,and,kaj
esperanto,anger,kolero
esperanto,animal,besto
esperanto,answer,respondo
esperanto,any,ajna
esperanto,appear,aperi
esperanto,apple,pomon
esperanto,are,estas
esperanto,area,spaco
esperanto,arm,brako
esperanto,arrange,aranĝi
esperanto,arrive,alveni
esperanto,art,arto
esperanto,as,kiel
esperanto,ask,demandu
esperanto,at,ĉe
esperanto,atom,atomo
esperanto,baby,bebo
esperanto,back,reen
esperanto,bad,malbona
esperanto,ball,pilko
esperanto,band,bando
esperanto,bank,bordo
esperanto,bar,trinkejo
esperanto,base,bazo
esperanto,basic,baza
esperanto,bat,vesperto
esperanto,be,esti
esperanto,bear,elporti
esperanto,beat,venki
esperanto,beauty,beleco
esperanto,bed,lito
esperanto,been,estintaj
esperanto,before,antaŭ
esperanto,began,komencis
esperanto,begin,komenci
esperanto,behind,malantaŭ
esperanto,believe,kredas
esperanto,bell,sonorilo
esperanto,best,bona
esperanto,better,pli
esperanto,between,inter
esperanto,big,granda
esperanto,bird,birdo
esperanto,bit,iom
esperanto,black,nigra
esperanto,block,bloko
esperanto,blood,sango
esperanto,blow,baton
esperanto,blue,blua
esperanto,board,surŝipe
esperanto,boat,kruĉo
esperanto,body,korpo
esperanto,bone,osto
esperanto,book,libro
esperanto,born,born
esperanto,both,ambaŭ
esperanto,bottom,malsupro
esperanto,bought,aĉetinta
esperanto,box,skatolo
esperanto,boy,knabo
esperanto,branch,branĉo
esperanto,bread,pano
esperanto,break,paŭzo
esperanto,bright,brila
esperanto,bring,alporti
esperanto,broad,larĝa
esperanto,broke,rompis
esperanto,brother,fraton
esperanto,brought,alportis
esperanto,brown,bruna
esperanto,build,konstrui
esperanto,burn,bruligi
esperanto,busy,okupata
esperanto,but,sed
esperanto,buy,aĉeti
esperanto,by,per
esperanto,call,alvoko
esperanto,came,venis
esperanto,camp,tendaro
esperanto,can,povas
esperanto,capital,ĉefurbo
esperanto,captain,kapitano
esperanto,car,aŭto
esperanto,card,karton
esperanto,care,prizorgi
esperanto,carry,porti
esperanto,case,okazo
esperanto,cat,kato
esperanto,catch,catch
esperanto,caught,kaptita
esperanto,cause,kaŭzo
esperanto,cell,ĉelo
