language,english,vocabulary
german,a,ein
german,able,fähig
german,about,über
german,above,oben
german,act,akt
german,add,hinzufügen
german,afraid,ängstlich
german,after,nach
german,again,wieder
german,against,gegen
german,age,alter
german,ago,vor
german,agree,zustimmen
german,air,luft
german,all,alle
german,allow,erlauben
german,also,auch
german,always,immer
german,am,uhr
german,among,unter
german,an,ein
german,and,und
german,anger,zorn
german,animal,tier
german,answer,antwort
german,any,jeder
german,appear,erscheinen
german,apple,apfel
german,are,sind
german,area,bereich
german,arm,arm
german,arrange,arrangieren
german,arrive,ankommen
german,art,kunst
german,as,wie
german,ask,fragen
german,at,bei
german,atom,atom
german,baby,kind
german,back,zurück
german,bad,schlecht
german,ball,kugel
german,band,band
german,bank,bank
german,bar,leiste
german,base,basis
german,basic,basis
german,bat,fledermaus
german,be,sein
german,bear,tragen
german,beat,schlagen
german,beauty,schönheit
german,bed,bett
german,been,gewesen
german,before,vor
german,began,begann
german,begin,start
german,behind,hinter
german,believe,glauben
german,bell,glocke
german,best,beste
german,better,besser
german,between,zwischen
german,big,groß
german,bird,vogel
german,bit,bit
german,black,schwarz
german,block,block
german,blood,blut
german,blow,schlag
german,blue,blau
german,board,board
german,boat,boot
german,body,körper
german,bone,knochen
german,book,buch
german,born,geboren
german,both,beide
german,bottom,boden
german,bought,gekauft
german,box,kasten
german,boy,junge
german,branch,zweig
german,bread,brot
german,break,pause
german,bright,hell
german,bring,bringen
german,broad,breit
german,broke,pleite
german,brother,bruder
german,brought,gebracht
german,brown,braun
german,build,bauen
german,burn,brennen
german,busy,beschäftigt
german,but,aber
german,buy,kaufen
german,by,durch
german,call,anruf
german,came,kam
german,camp,lager
german,can,können
german,capital,hauptstadt
german,captain,kapitän
german,car,auto
german,card,karte
german,care,pflege
german,carry,tragen
german,case,fall
german,cat,katze
german,catch,fang
german,caught,gefangen
german,cause,ursache
german,cell,zelle
german,cent,cent
german,center,zentrum
german,century,jahrhundert
german,certain,sicher
german,chair,stuhl
german,chance,chance
german,change,veränderung
german,character,charakter
german,charge,aufladen
german,chart,tabelle
german,check,überprüfen
german,chick,küken
german,chief,chef
german,child,kind
german,children,kinder
german,choose,wählen
german,chord,akkord
german,circle,kreis
german,city,stadt
german,claim,anspruch
german,class,klasse
german,clean,sauber
german,clear,klar
german,climb,aufstieg
german,clock,uhr
german,close,schließen
german,clothe,kleiden
german,cloud,wolke
german,coast,küste
german,coat,mantel
german,cold,kälte
german,collect,sammeln
german,colony,kolonie
german,color,farbe
german,column,spalte
german,come,kommen
german,common,gemeinsam
german,company,firma
german,compare,vergleichen
german,complete,vollständig
german,condition,zustand
german,connect,verbinden
german,consider,betrachten
german,consonant,konsonant
german,contain,enthalten
german,continent,kontinent
german,continue,fortsetzen
german,control,kontrolle
german,cook,koch
german,cool,kühlen
german,copy,kopie
german,corn,mais
german,corner,ecke
german,correct,richtig
german,cost,kosten
german,cotton,baumwolle
german,could,könnte
german,count,zählen
german,country,land
german,course,kurs
german,cover,abdeckung
german,cow,kuh
german,crease,falte
german,create,schaffen
german,crop,ernte
german,cross,überqueren
german,crowd,menge
german,cry,schrei
german,current,strom
german,cut,schnitt
german,dad,papa
german,dance,tanz
german,danger,achtung
german,dark,dunkel
german,day,tag
german,dead,tot
german,deal,viel
german,dear,liebe
german,death,tod
german,decide,entscheiden
german,decimal,dezimal
german,deep,tief
german,degree,grad
german,depend,abhängen
german,describe,beschreiben
german,desert,wüste
german,design,entwurf
german,determine,bestimmen
german,develop,entwickeln
german,dictionary,wörterbuch
german,did,tat
german,die,sterben
german,differ,abweichen
german,difficult,schwierig
german,direct,direkt
german,discuss,diskutieren
german,distant,entfernt
german,divide,kluft
german,division,teilung
german,do,tun
german,doctor,arzt
german,does,tut
german,dog,hund
german,dollar,dollar
german,done,getan
german,don’t,unterlassen sie
german,door,tür
german,double,doppelt
german,down,nach unten
german,draw,ziehen
german,dream,träumen
german,dress,kleid
german,drink,getränk
german,drive,antriebs
german,drop,fallen
german,dry,trocken
german,duck,ente
german,during,während
german,each,jeder
german,ear,ohr
german,early,früh
german,earth,erde
german,ease,erleichtern
german,east,osten
german,eat,essen
german,edge,rand
german,effect,wirkung
german,egg,ei
german,eight,acht
german,either,entweder
german,electric,elektrisch
german,element,elementes
german,else,sonst
german,end,ende
german,enemy,feind
german,energy,energie
german,engine,motor
german,enough,genug
german,enter,eingeben
german,equal,gleich
german,equate,gleichsetzen
german,especially,insbesondere
german,even,auch
german,evening,abend
german,event,veranstaltung
german,ever,je
german,every,jeder
german,exact,genau
german,example,beispiel
german,except,außer
german,excite,begeistern
german,exercise,übung
german,expect,erwarten
german,experience,erfahrung
german,experiment,versuch
german,eye,auge
german,face,gesicht
german,fact,tatsache
