language,english,vocabulary
malaysian,a,yang
malaysian,able,dapat
malaysian,about,mengenai
malaysian,above,atas
malaysian,act,tindakan
malaysian,add,menambah
malaysian,afraid,takut
malaysian,after,selepas
malaysian,again,lagi
malaysian,against,terhadap
malaysian,age,umur
malaysian,ago,lalu
malaysian,agree,bersetuju
malaysian,air,udara
malaysian,all,semua
malaysian,allow,membolehkan
malaysian,also,juga
malaysian,always,sentiasa
malaysian,am,saya
malaysian,among,antara
malaysian,an,seorang
malaysian,and,dan
malaysian,anger,kemarahan
malaysian,animal,haiwan
malaysian,answer,jawapan
malaysian,any,apa-apa
malaysian,appear,muncul
malaysian,apple,epal
malaysian,are,adalah
malaysian,area,kawasan
malaysian,arm,lengan
malaysian,arrange,mengatur
malaysian,arrive,tiba
malaysian,art,seni
malaysian,as,sebagai
malaysian,ask,meminta
malaysian,at,di
malaysian,atom,debu
malaysian,baby,bayi
malaysian,back,kembali
malaysian,bad,buruk
malaysian,ball,bola
malaysian,band,band
malaysian,bank,bank yang
malaysian,bar,bar
malaysian,base,asas
malaysian,basic,asas
malaysian,bat,kelawar
malaysian,be,menjadi
malaysian,bear,menanggung
malaysian,beat,menewaskan
malaysian,beauty,kecantikan
malaysian,bed,katil
malaysian,been,telah
malaysian,before,sebelum
malaysian,began,bermula
malaysian,begin,mula
malaysian,behind,di belakang
malaysian,believe,percaya
malaysian,bell,loceng
malaysian,best,terbaik
malaysian,better,lebih baik
malaysian,between,antara
malaysian,big,besar
malaysian,bird,burung
malaysian,bit,sedikit
malaysian,black,hitam
malaysian,block,blok
malaysian,blood,darah
malaysian,blow,tamparan
malaysian,blue,biru
malaysian,board,lembaga
malaysian,boat,bot
malaysian,body,badan
malaysian,bone,tulang
malaysian,book,buku
malaysian,born,dilahirkan
malaysian,both,kedua-dua
malaysian,bottom,bahagian bawah
malaysian,bought,membeli
malaysian,box,kotak
malaysian,boy,budak
malaysian,branch,cawangan
malaysian,bread,roti
malaysian,break,rehat
malaysian,bright,terang
malaysian,bring,membawa
malaysian,broad,luas
malaysian,broke,patah
malaysian,brother,saudara
malaysian,brought,dibawa
malaysian,brown,coklat
malaysian,build,membina
malaysian,burn,membakar
malaysian,busy,sibuk
malaysian,but,tetapi
malaysian,buy,membeli
malaysian,by,oleh
malaysian,call,panggilan
malaysian,came,datang
malaysian,camp,kem
malaysian,can,boleh
malaysian,capital,modal
malaysian,captain,kapten
malaysian,car,kereta
malaysian,card,kad
malaysian,care,penjagaan
malaysian,carry,menjalankan
malaysian,case,kes
malaysian,cat,kucing
malaysian,catch,tangkapan
malaysian,caught,ditangkap
malaysian,cause,punca
malaysian,cell,sel
malaysian,cent,peratus
malaysian,center,pusat
malaysian,century,abad
malaysian,certain,tertentu
malaysian,chair,kerusi
malaysian,chance,peluang
malaysian,change,perubahan
malaysian,character,watak
malaysian,charge,caj
malaysian,chart,carta
malaysian,check,semak
malaysian,chick,anak ayam
malaysian,chief,ketua
malaysian,child,kanak-kanak
malaysian,children,kanak-kanak
malaysian,choose,memilih
malaysian,chord,kord
malaysian,circle,bulatan
malaysian,city,bandar
malaysian,claim,tuntutan
malaysian,class,kelas
malaysian,clean,bersih
malaysian,clear,jelas
malaysian,climb,pendakian
malaysian,clock,jam
malaysian,close,rapat
malaysian,clothe,pakaian
malaysian,cloud,awan
malaysian,coast,pantai
malaysian,coat,kot
malaysian,cold,sejuk
malaysian,collect,mengumpul
malaysian,colony,tanah jajahan
malaysian,color,warna
malaysian,column,ruangan
