language,english,vocabulary
latvian,a,seši
latvian,able,spējīgs
latvian,about,par
latvian,above,iepriekš
latvian,act,akts
latvian,add,pievienot
latvian,afraid,nobijies
latvian,after,pēc
latvian,again,atkal
latvian,against,pret
latvian,age,vecums
latvian,ago,pirms
latvian,agree,piekrītu
latvian,air,gaisa
latvian,all,viss
latvian,allow,ļaut
latvian,also,arī
latvian,always,vienmēr
latvian,am,am
latvian,among,vidū
latvian,an,viņiem
latvian,and,un
latvian,anger,dusmas
latvian,animal,dzīvnieks
latvian,answer,atbilde
latvian,any,jebkurš
latvian,appear,parādās
latvian,apple,ābolu
latvian,are,ir
latvian,area,platība
latvian,arm,roku
latvian,arrange,organizēt
latvian,arrive,ierasties
latvian,art,art
latvian,as,kā
latvian,ask,jautāt
latvian,at,pie
latvian,atom,atoms
latvian,baby,mazulis
latvian,back,atpakaļ
latvian,bad,slikti
latvian,ball,bumba
latvian,band,grupa
latvian,bank,banka
latvian,bar,bārs
latvian,base,bāze
latvian,basic,bāzes
latvian,bat,nūja
latvian,be,būt
latvian,bear,nest
latvian,beat,pārspēt
latvian,beauty,skaistums
latvian,bed,gulta
latvian,been,ir
latvian,before,pirms
latvian,began,sākās
latvian,begin,sākties
latvian,behind,aiz
latvian,believe,tic
latvian,bell,zvans
latvian,best,vislabāk
latvian,better,labāk
latvian,between,starp
latvian,big,big
latvian,bird,putns
latvian,bit,bits
latvian,black,melna
latvian,block,bloks
latvian,blood,asinis
latvian,blow,trieciens
latvian,blue,blue
latvian,board,dēlis
latvian,boat,laiva
latvian,body,korpuss
latvian,bone,kauls
latvian,book,grāmata
latvian,born,dzimis
latvian,both,abi
latvian,bottom,apakšā
latvian,bought,nopirka
latvian,box,kaste
latvian,boy,boy
latvian,branch,filiāle
latvian,bread,maize
latvian,break,pārtraukums
latvian,bright,spilgti
latvian,bring,celt
latvian,broad,plašs
latvian,broke,izputējis
latvian,brother,brālis
latvian,brought,celta
latvian,brown,brūns
latvian,build,būvēt
latvian,burn,dedzināt
latvian,busy,aizņemts
latvian,but,bet
latvian,buy,nopirkt
latvian,by,līdz
latvian,call,izsaukums
latvian,came,atnāca
latvian,camp,nometne
latvian,can,var
latvian,capital,kapitāls
latvian,captain,kapteinis
latvian,car,auto
latvian,card,kartes
latvian,care,kopšana
latvian,carry,pārvadāt
latvian,case,case
latvian,cat,kaķis
latvian,catch,loms
latvian,caught,nozvejotas
latvian,cause,cēlonis
latvian,cell,šūna
latvian,cent,centu
latvian,center,centrs
latvian,century,gadsimts
latvian,certain,skaidrs
latvian,chair,krēsls
latvian,chance,iespēja
latvian,change,maiņa
latvian,character,raksturs
latvian,charge,maksa
latvian,chart,diagramma
latvian,check,pārbaudiet
latvian,chick,cālis
latvian,chief,galvenais
latvian,child,bērns
latvian,children,bērni
latvian,choose,izvēlēties
latvian,chord,akords
latvian,circle,aplis
latvian,city,city
latvian,claim,prasījums
latvian,class,klase
latvian,clean,tīrs
latvian,clear,skaidrs
latvian,climb,kāpt
latvian,clock,pulkstenis
latvian,close,aizvērt
latvian,clothe,ietērpt
latvian,cloud,mākonis
latvian,coast,piekraste
latvian,coat,mētelis
latvian,cold,auksts
latvian,collect,savākt
latvian,colony,kolonija
latvian,color,krāsu
latvian,column,kolonna
latvian,come,nākt
latvian,common,kopēja
latvian,company,uzņēmums
latvian,compare,salīdzināt
latvian,complete,pilnīgs
latvian,condition,nosacījums
latvian,connect,savienot
latvian,consider,apsvērt
latvian,consonant,līdzskanis
latvian,contain,satur
latvian,continent,kontinents
latvian,continue,turpināt
latvian,control,kontrole
latvian,cook,pavārs
latvian,cool,atdzist
latvian,copy,kopija
latvian,corn,kukurūza
latvian,corner,stūris
latvian,correct,pareizs
latvian,cost,izmaksas
latvian,cotton,kokvilna
latvian,could,varētu
latvian,count,skaitīt
latvian,country,valsts
latvian,course,protams
latvian,cover,vāks
latvian,cow,govs
latvian,crease,burzīties
latvian,create,izveidot
latvian,crop,raža
latvian,cross,šķērsot
latvian,crowd,pūlis
latvian,cry,sauciens
latvian,current,strāva
latvian,cut,cut
latvian,dad,tētis
latvian,dance,deja
latvian,danger,briesmas
latvian,dark,tumšs
latvian,day,diena
latvian,dead,miris
latvian,deal,darījums
latvian,dear,dārgais
latvian,death,nāve
latvian,decide,izlemt
latvian,decimal,decimāldaļskaitlis
latvian,deep,dziļi
latvian,degree,pakāpe
latvian,depend,atkarīgi
latvian,describe,aprakstīt
latvian,desert,tuksnesis
latvian,design,dizains
latvian,determine,noteikt
latvian,develop,attīstīt
latvian,dictionary,vārdnīca
latvian,did,darīja
latvian,die,nomirt
latvian,differ,atšķiras
latvian,difficult,grūti
latvian,direct,tieši
latvian,discuss,apspriest
latvian,distant,tāls
latvian,divide,dalīt
latvian,division,nodaļa
latvian,do,do
latvian,doctor,ārsts
latvian,does,nav
latvian,dog,suns
latvian,dollar,dolāru
latvian,done,gatavots
latvian,don’t,nav
latvian,door,durvis
latvian,double,dubultā
latvian,down,leju
latvian,draw,izdarīt
latvian,dream,sapnis
latvian,dress,kleita
latvian,drink,dzēriens
latvian,drive,disku
latvian,drop,piliens
latvian,dry,sauss
latvian,duck,pīle
latvian,during,laikā
latvian,each,katrs
latvian,ear,auss
latvian,early,agri
latvian,earth,zemes
latvian,ease,atvieglot
latvian,east,austrumiem
latvian,eat,ēst
latvian,edge,mala
latvian,effect,efekts
latvian,egg,olu
latvian,eight,astoņi
latvian,either,nu
latvian,electric,elektriskā
latvian,element,elements
latvian,else,cits
latvian,end,beigas
latvian,enemy,ienaidnieks
latvian,energy,enerģija
latvian,engine,dzinējs
latvian,enough,pietiekami
latvian,enter,ievadiet
latvian,equal,vienāds
latvian,equate,vienādot
latvian,especially,sevišķi
latvian,even,pat
latvian,evening,vakars
latvian,event,notikums
latvian,ever,kādreiz
latvian,every,ik
latvian,exact,precīzu
latvian,example,piemērs
latvian,except,izņemot
latvian,excite,satraukt
latvian,exercise,vingrinājums
latvian,expect,gaidīt
latvian,experience,pieredze
latvian,experiment,eksperiments
latvian,eye,acs
latvian,face,seja
latvian,fact,fakts
latvian,fair,godīgi
latvian,fall,kritums
latvian,family,ģimene
latvian,famous,slavens
latvian,far,tālu
latvian,farm,saimniecība
latvian,fast,ātrs
latvian,fat,tauki
latvian,father,tēvs
latvian,favor,priekšroku
latvian,fear,bailes
latvian,feed,barības
latvian,feel,justies
latvian,feet,kājām
latvian,fell,samazinājās
latvian,felt,jutās
latvian,few,maz
latvian,field,lauka
latvian,fig,fig
latvian,fight,cīņa
latvian,figure,skaitlis
latvian,fill,aizpildīt
latvian,final,galīgs
latvian,find,atrast
latvian,fine,fine
latvian,finger,pirksts
latvian,finish,apdare
latvian,fire,ugunsgrēks
latvian,first,pirmais
latvian,fish,zivis
latvian,fit,piemērots
latvian,five,pieci
latvian,flat,flat
latvian,floor,stāvs
latvian,flow,plūsmas
latvian,flower,zieds
latvian,fly,lidot
latvian,follow,sekot
latvian,food,pārtika
latvian,foot,kāju
latvian,for,par
latvian,force,spēks
latvian,forest,mežs
latvian,form,forma
latvian,forward,uz priekšu
latvian,found,dibināt
latvian,four,četri
latvian,fraction,daļa
latvian,free,bezmaksas
latvian,fresh,svaigs
latvian,friend,draugs
latvian,from,no
latvian,front,priekšējais
latvian,fruit,augļi
latvian,full,pilns
latvian,fun,jautrība
latvian,game,spēle
latvian,garden,dārzs
latvian,gas,gāze
latvian,gather,savākt
latvian,gave,deva
latvian,general,vispārējs
latvian,gentle,maigs
latvian,get,nokļūt
latvian,girl,meitene
latvian,give,dot
latvian,glad,priecīgs
latvian,glass,stikls
latvian,go,iet
latvian,gold,zelta
latvian,gone,aizgājuši
latvian,good,labs
latvian,got,got
latvian,govern,valdīt
latvian,grand,lielā
latvian,grass,zāle
latvian,gray,pelēks
latvian,great,liels
latvian,green,zaļa
latvian,grew,pieauga
latvian,ground,zemes
latvian,group,grupa
latvian,grow,augt
latvian,guess,uzminēt
latvian,guide,virzīt
latvian,gun,lielgabals
latvian,had,bija
latvian,hair,mati
latvian,half,puse
latvian,hand,roku
latvian,happen,notikt
latvian,happy,laimīgs
latvian,hard,grūti
latvian,has,ir
latvian,hat,cepure
latvian,have,ir
latvian,he,viņš
latvian,head,vadītājs
latvian,hear,dzirdēt
latvian,heard,dzirdējis
latvian,heart,sirds
latvian,heat,siltums
latvian,heavy,smags
latvian,held,ko
latvian,help,palīdzēt
latvian,her,viņai
latvian,here,šeit
latvian,high,augsta
latvian,hill,kalns
latvian,him,viņam
latvian,his,viņa
latvian,history,vēsture
latvian,hit,hit
latvian,hold,turēt
latvian,hole,caurums
latvian,home,mājas
latvian,hope,cerība
latvian,horse,zirgs
latvian,hot,karsts
latvian,hour,stunda
latvian,house,māja
latvian,how,cik
latvian,huge,milzīgs
latvian,human,cilvēku
latvian,hundred,simti
latvian,hunt,medības
latvian,hurry,steigā
latvian,i,es
latvian,ice,ledus
latvian,idea,ideja
latvian,if,ja
latvian,imagine,iedomāties
latvian,in,in
latvian,inch,inch
latvian,include,ietvert
latvian,indicate,norādīt
latvian,industry,nozare
latvian,insect,kukainis
latvian,instant,tūlītējs
latvian,instrument,instrumentam
latvian,interest,procenti
latvian,invent,izgudrot
latvian,iron,dzelzs
latvian,is,ir
latvian,island,sala
latvian,it,tā
latvian,job,darbs
latvian,join,pievienoties
latvian,joy,prieks
latvian,jump,lēkt
latvian,just,tikai
latvian,keep,glabāt
latvian,kept,tur
latvian,key,taustiņš
latvian,kill,nogalināt
latvian,kind,veids
latvian,king,karalis
latvian,knew,zināja
latvian,know,zināt
latvian,lady,dāma
latvian,lake,ezers
latvian,land,zeme
latvian,language,valoda
latvian,large,liels
latvian,last,pagājušajā
latvian,late,vēlu
latvian,laugh,smieties
latvian,law,likums
latvian,lay,gulēja
latvian,lead,vadīt
latvian,learn,mācīties
latvian,least,vismaz
latvian,leave,atstāt
latvian,led,vadīja
latvian,left,kreisi
latvian,leg,kāja
latvian,length,garums
latvian,less,mazāk
latvian,let,ļaujiet
latvian,letter,vēstule
latvian,level,līmenis
latvian,lie,meli
latvian,life,dzīve
latvian,lift,pacēlājs
latvian,light,gaisma
latvian,like,"piemēram,"
latvian,line,līnija
latvian,liquid,šķidrums
latvian,list,saraksts
latvian,listen,klausīties
latvian,little,maz
latvian,live,dzīvot
latvian,locate,atrodiet
latvian,log,log
latvian,lone,vientuļš
latvian,long,garš
latvian,look,meklēt
latvian,lost,zaudējis
latvian,lot,daudz
latvian,loud,skaļi
latvian,love,mīlestība
latvian,low,zems
latvian,machine,mašīna
latvian,made,veikts
latvian,magnet,magnēts
latvian,main,galvenais
latvian,major,galvenais
latvian,make,padarīt
latvian,man,vīrietis
latvian,many,daudz
latvian,map,karte
latvian,mark,zīme
latvian,market,tirgus
latvian,mass,masa
latvian,master,master
latvian,match,mačs
latvian,material,materiāls
latvian,matter,jautājums
latvian,may,var
latvian,me,mani
latvian,mean,nozīmēt
latvian,meant,nozīmēja
latvian,measure,izmērīt
