language,english,vocabulary
telugu,a,ఒక
telugu,able,సామర్థ్యం
telugu,about,గురించి
telugu,above,పైన
telugu,act,చట్టం
telugu,add,జోడించండి
telugu,afraid,భయపడ్డారు
telugu,after,తర్వాత
telugu,again,మళ్ళీ
telugu,against,వ్యతిరేకంగా
telugu,age,వయస్సు
telugu,ago,క్రితం
telugu,agree,అంగీకరిస్తున్నారు
telugu,air,గాలి
telugu,all,అన్ని
telugu,allow,అనుమతిస్తాయి
telugu,also,కూడా
telugu,always,ఎల్లప్పుడూ
telugu,am,ఉన్నాను
telugu,among,మధ్య
telugu,an,ఒక
telugu,and,మరియు
telugu,anger,కోపం
telugu,animal,జంతు
telugu,answer,సమాధానం
telugu,any,ఏ
telugu,appear,టెలిఫోన్
telugu,apple,ఆపిల్
telugu,are,ఉన్నాయి
telugu,area,ప్రాంతం
telugu,arm,చేయి
telugu,arrange,ఏర్పాట్లు
telugu,arrive,చేరు
telugu,art,కళ
telugu,as,గా
telugu,ask,గోవా
telugu,at,వద్ద
telugu,atom,అణువు
telugu,baby,బేబీ
telugu,back,తిరిగి
telugu,bad,చెడు
telugu,ball,బంతి
telugu,band,బ్యాండ్
telugu,bank,బ్యాంకు
telugu,bar,బార్
telugu,base,బేస్
telugu,basic,ప్రాథమిక
telugu,bat,బ్యాట్
telugu,be,ఉంటుంది
telugu,bear,భరించలేదని
telugu,beat,ఓడించింది
telugu,beauty,అందం
telugu,bed,మంచం
telugu,been,ఉన్నాయి
telugu,before,ముందు
telugu,began,ప్రారంభమైంది
telugu,begin,ప్రారంభం
telugu,behind,వెనుక
telugu,believe,నమ్మకం
telugu,bell,బెల్
telugu,best,ఉత్తమ
telugu,better,మంచి
telugu,between,మధ్య
telugu,big,పెద్ద
telugu,bird,పక్షి
telugu,bit,బిట్
telugu,black,నలుపు
telugu,block,బ్లాక్
telugu,blood,రక్త
telugu,blow,దెబ్బ
telugu,blue,నీలం
telugu,board,బోర్డు
telugu,boat,పడవ
telugu,body,శరీర
telugu,bone,ఎముక
telugu,book,పుస్తకం
telugu,born,పుట్టినప్పటి
telugu,both,రెండు
telugu,bottom,దిగువ
telugu,bought,కొనుగోలు
telugu,box,బాక్స్
telugu,boy,బాయ్
telugu,branch,శాఖ
telugu,bread,బ్రెడ్
telugu,break,విరామం
telugu,bright,బ్రైట్
telugu,bring,తీసుకుని
telugu,broad,విస్తృత
telugu,broke,విరిగింది
telugu,brother,సోదరుడు
telugu,brought,తీసుకువచ్చారు
telugu,brown,గోధుమ
telugu,build,నిర్మించడానికి
telugu,burn,బర్న్
telugu,busy,బిజీగా
telugu,but,కానీ
telugu,buy,కొనుగోలు
telugu,by,ద్వారా
telugu,call,కాల్
telugu,came,వచ్చింది
telugu,camp,శిబిరం
telugu,can,చెయ్యవచ్చు
telugu,capital,రాజధాని
telugu,captain,కెప్టెన్
telugu,car,కారు
telugu,card,కార్డ్
telugu,care,సంరక్షణ
telugu,carry,తీసుకు
telugu,case,కేసు
telugu,cat,పిల్లి
telugu,catch,క్యాచ్
telugu,caught,క్యాచ్
telugu,cause,కారణం
telugu,cell,సెల్
telugu,cent,శాతం
telugu,center,సెంటర్
telugu,century,శతాబ్దం
telugu,certain,కొన్ని
telugu,chair,కుర్చీ
telugu,chance,క్రీడల్లో అవకాశాలు
telugu,change,మార్పు
telugu,character,పాత్ర
telugu,charge,వసూలు
telugu,chart,చార్ట్
telugu,check,తనిఖీ
telugu,chick,చిక్
telugu,chief,చీఫ్
telugu,child,పిల్లల
telugu,children,పిల్లలు
telugu,choose,ఎంచుకోండి
telugu,chord,తీగ
telugu,circle,సర్కిల్
telugu,city,నగరం
telugu,claim,దావా
telugu,class,తరగతి
telugu,clean,శుభ్రంగా
telugu,clear,స్పష్టమైన
telugu,climb,ఆరోహణను
telugu,clock,గడియారం
telugu,close,దగ్గరగా
telugu,clothe,దుస్తులు ధరింపజేయు
telugu,cloud,క్లౌడ్
telugu,coast,తీరం
telugu,coat,కోటు
telugu,cold,చల్లని
telugu,collect,సేకరించడానికి
telugu,colony,కాలనీ
telugu,color,రంగు
telugu,column,కాలమ్
telugu,come,వచ్చిన
telugu,common,సాధారణ
telugu,company,సంస్థ
telugu,compare,సరిపోల్చండి
telugu,complete,పూర్తి
telugu,condition,పరిస్థితి
telugu,connect,కనెక్ట్
telugu,consider,పరిగణలోకి
telugu,consonant,హల్లు
telugu,contain,కలిగి
telugu,continent,ఖండం
telugu,continue,కొనసాగుతుంది
telugu,control,నియంత్రణ
telugu,cook,కుక్
telugu,cool,చల్లని
telugu,copy,ప్రతిని
telugu,corn,మొక్కజొన్న
telugu,corner,మూలలో
telugu,correct,సరైన
telugu,cost,ధర
telugu,cotton,పత్తి
telugu,could,అనుకొనుట
telugu,count,కౌంట్
telugu,country,దేశం
telugu,course,కోర్సు
telugu,cover,కవర్
telugu,cow,ఆవు
telugu,crease,క్రీజ్
telugu,create,సృష్టించడానికి
telugu,crop,పంట
telugu,cross,క్రాస్
telugu,crowd,గుంపు
telugu,cry,క్రై
telugu,current,ప్రస్తుత
telugu,cut,కట్
telugu,dad,తండ్రి
telugu,dance,డ్యాన్స్
telugu,danger,ప్రమాదం
telugu,dark,కృష్ణ
telugu,day,రోజు
telugu,dead,చనిపోయిన
telugu,deal,ఒప్పందం
telugu,dear,ప్రియమైన
telugu,death,మరణం
telugu,decide,నిర్ణయించుకుంటారు
telugu,decimal,దశాంశ
telugu,deep,లోతైన
telugu,degree,డిగ్రీ
telugu,depend,ఆధారపడి
telugu,describe,వర్ణించేందుకు
telugu,desert,ఎడారి
telugu,design,డిజైన్
telugu,determine,గుర్తించడానికి
telugu,develop,అభివృద్ధి
telugu,dictionary,నిఘంటువు
telugu,did,చేసింది
telugu,die,చనిపోయే
telugu,differ,తేడా
telugu,difficult,కష్టం
telugu,direct,ప్రత్యక్ష
telugu,discuss,చర్చించడానికి
telugu,distant,సుదూర
telugu,divide,విభజన
telugu,division,విభజన
telugu,do,చేయండి
telugu,doctor,డాక్టర్
telugu,does,చేస్తుంది
telugu,dog,కుక్క
telugu,dollar,డాలర్
telugu,done,పూర్తయింది
telugu,don’t,చేయలేను
telugu,door,తలుపు
telugu,double,డబుల్
telugu,down,డౌన్
telugu,draw,డ్రా
telugu,dream,కావాలని
